victim_id,name,age,gender,address,district,socio_economic_status
VIC-2024-KA-1310,Ekapad Mohan,41,Male,"16, Bobal Marg, Ramgarh-039121",Ballari,Lower Class
VIC-2024-KA-1311,Aarnav Deshmukh,23,Other,"754, Vora Road, Shahjahanpur 380097",Bengaluru Urban,Lower Class
VIC-2024-KA-1312,Arin Ganguly,79,Other,"555, Chakrabarti Circle, Shimla-687092",Belagavi,Middle Class
VIC-2024-KA-1313,Krishna Shetty,82,Male,"68, Krishna Nagar, Bihar Sharif-128149",Mysuru,Upper Middle Class
VIC-2024-KA-1314,Indali Raval,44,Female,"05, Golla Chowk, Pimpri-Chinchwad-266577",Chikkamagaluru,Middle Class
VIC-2024-KA-1315,Kai Choudhury,43,Male,"10/54, Mital Ganj, Nandyal-214673",Mysuru,Middle Class
VIC-2024-KA-1316,Yutika Ramakrishnan,42,Male,"H.No. 106, Iyer Road, Tinsukia 357052",Chikkamagaluru,Middle Class
VIC-2024-KA-1317,Kashish Puri,71,Female,"H.No. 80, Doshi Path, Ratlam 207752",Davangere,Lower Class
VIC-2024-KA-1318,Victor Om,37,Female,"859, Seth Marg, Chennai-177261",Bengaluru Rural,Lower Class
VIC-2024-KA-1319,Harini Sule,73,Male,"621, Swamy Zila, Singrauli 718402",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1320,Shaurya Peri,27,Other,"81, Verma, Bhilai-999569",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1321,Onveer Bir,28,Male,"H.No. 061, Dara, Panvel 507480",Bengaluru Rural,Middle Class
VIC-2024-KA-1322,Yagnesh Mohan,24,Male,"H.No. 79, Pandya, Allahabad-996771",Mangaluru,Upper Middle Class
VIC-2024-KA-1323,Dipta Roy,5,Female,"110, Pall Zila, Parbhani-971504",Tumakuru,Middle Class
VIC-2024-KA-1324,Hiral Krishnan,78,Other,"73/025, Ray Nagar, Guntur-042126",Hassan,Upper Middle Class
VIC-2024-KA-1325,Jonathan Suri,37,Female,"21, Ramachandran Zila, Nagpur 275403",Mysuru,Upper Middle Class
VIC-2024-KA-1326,Gabriel Bobal,56,Male,"H.No. 52, Deshmukh Marg, Bhilai 376922",Ballari,Lower Class
VIC-2024-KA-1327,Vedika Venkatesh,47,Male,"80/887, Chaudhry Zila, Bangalore 117938",Mangaluru,Middle Class
VIC-2024-KA-1328,Bimala Sekhon,43,Male,"H.No. 608, Ramaswamy, Dibrugarh-547759",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1329,Maanav Kuruvilla,68,Other,"95, Murty Street, Pimpri-Chinchwad-796944",Belagavi,Lower Class
VIC-2024-KA-1330,Chavvi Butala,24,Male,"H.No. 706, Gola Chowk, Ajmer 393179",Ballari,Upper Middle Class
VIC-2024-KA-1331,Suhani Narain,37,Other,"H.No. 662, Ram Zila, Bathinda 048056",Ballari,Lower Class
VIC-2024-KA-1332,Anita Goswami,5,Other,"38/13, Narayan Nagar, Farrukhabad 948112",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1333,Radhika Oza,9,Other,"30/25, Dasgupta Nagar, Morbi-455901",Mysuru,Lower Class
VIC-2024-KA-1334,Brinda Dugar,25,Female,"48, Sachdev Path, Cuttack-591882",Davangere,Lower Class
VIC-2024-KA-1335,Anay Bansal,85,Female,"24/08, Tailor Chowk, Raichur 310769",Vijayapura,Upper Middle Class
VIC-2024-KA-1336,Eesha Majumdar,20,Male,"H.No. 450, Bansal Nagar, Sambalpur-969374",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1337,Ishanvi Gole,60,Other,"10/670, Sani Marg, Latur 391289",Belagavi,Upper Middle Class
VIC-2024-KA-1338,Utkarsh Bir,55,Male,"21/34, Din Marg, Bhimavaram 582534",Vijayapura,Lower Class
VIC-2024-KA-1339,Veda Sen,9,Male,"23/83, Patla, Proddatur 139787",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1340,Chaaya Virk,13,Female,"H.No. 46, Gade Path, Gudivada-537614",Chikkamagaluru,Lower Class
VIC-2024-KA-1341,Vinaya Sane,36,Female,"93/04, Choudhury Street, Bongaigaon 442370",Hassan,Middle Class
VIC-2024-KA-1342,Siya Jha,66,Other,"H.No. 764, Kadakia Marg, Faridabad 543459",Davangere,Upper Middle Class
VIC-2024-KA-1343,Anya Sarna,14,Other,"98/35, Gera Street, Noida-143347",Bengaluru Rural,Lower Class
VIC-2024-KA-1344,Hemang Dani,48,Male,"46, Bath Ganj, Sasaram 275825",Hassan,Middle Class
VIC-2024-KA-1345,Udant Mannan,10,Female,"H.No. 670, Kari Chowk, Bhiwani-326682",Ballari,Lower Class
VIC-2024-KA-1346,Qarin Dora,42,Other,"221, Mammen Marg, Dharmavaram 693980",Belagavi,Upper Middle Class
VIC-2024-KA-1347,Jonathan Swamy,46,Male,"14/22, Nadkarni Path, Bidhannagar-358822",Shivamogga,Upper Middle Class
VIC-2024-KA-1348,Ayushman Thakur,11,Male,"H.No. 70, Kunda Road, Madanapalle-556535",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1349,Bimala Ahuja,16,Male,"61, Sachar Zila, Vadodara 113158",Shivamogga,Upper Middle Class
VIC-2024-KA-1350,Avni Gandhi,35,Male,"25/076, Ranganathan Chowk, Cuttack-956175",Shivamogga,Middle Class
VIC-2024-KA-1351,Yatin Viswanathan,35,Female,"H.No. 11, Aurora Zila, Jalandhar 261538",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1352,Yasti Jaggi,63,Other,"13/017, Mitter Nagar, Hajipur 588159",Belagavi,Upper Middle Class
VIC-2024-KA-1353,Laban Saha,7,Male,"33, Bhatt, Hosur-787772",Chikkamagaluru,Middle Class
VIC-2024-KA-1354,Praneel Desai,63,Male,"30/835, Raja Street, Ambarnath-341368",Hassan,Lower Class
VIC-2024-KA-1355,Harita Ben,77,Male,"H.No. 78, Parekh Nagar, Parbhani 647471",Chikkamagaluru,Middle Class
VIC-2024-KA-1356,Chanakya Dhillon,52,Other,"02/25, Palla Circle, Kirari Suleman Nagar 915527",Chikkamagaluru,Middle Class
VIC-2024-KA-1357,Nidra Keer,39,Female,"30/71, Narula Street, Jamalpur 751119",Kalaburagi,Middle Class
VIC-2024-KA-1358,Atharv Srinivasan,46,Male,"H.No. 10, Bhagat Road, Bhubaneswar-133235",Mysuru,Middle Class
VIC-2024-KA-1359,Ishanvi Seshadri,31,Female,"H.No. 95, Joshi Chowk, Jaunpur-366761",Vijayapura,Lower Class
VIC-2024-KA-1360,Bhanumati Dhar,44,Female,"25, Lall Chowk, Visakhapatnam-419783",Davangere,Middle Class
VIC-2024-KA-1361,Balhaar Ravel,34,Female,"39/47, Aggarwal Nagar, Kadapa 411043",Shivamogga,Middle Class
VIC-2024-KA-1362,Chaaya Sankaran,31,Other,"H.No. 93, Dada, Bahraich-161656",Davangere,Lower Class
VIC-2024-KA-1363,Harrison Vyas,29,Male,"948, Brahmbhatt Zila, Latur 958431",Belagavi,Upper Middle Class
VIC-2024-KA-1364,Raksha Vaidya,85,Other,"23/840, Parikh Nagar, Gandhidham-081912",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1365,Jonathan Saini,16,Other,"H.No. 23, Kumar Ganj, Tiruchirappalli 155772",Mysuru,Lower Class
VIC-2024-KA-1366,Chanakya Shan,63,Male,"077, Chowdhury Nagar, Bidar 877729",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1367,Akshay Soni,9,Other,"77/05, Patla Nagar, Ulhasnagar-784031",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1368,Jack Bajaj,24,Other,"65, Raj Street, Secunderabad-468345",Mysuru,Lower Class
VIC-2024-KA-1369,Chaman Sahota,76,Female,"027, Ghose, Shimla 547605",Shivamogga,Middle Class
VIC-2024-KA-1370,Gaurang Chaudhary,28,Other,"51/823, Bala Street, Machilipatnam 874454",Bengaluru Urban,Lower Class
VIC-2024-KA-1371,Dalaja Raman,76,Female,"709, Badal Circle, Arrah 181811",Chikkamagaluru,Lower Class
VIC-2024-KA-1372,Ati Uppal,27,Female,"544, Wagle Marg, Hyderabad-611153",Belagavi,Middle Class
VIC-2024-KA-1373,Advik Doshi,8,Male,"50/919, Mani Street, Kishanganj-795962",Shivamogga,Lower Class
VIC-2024-KA-1374,Ira Koshy,9,Female,"95, Kunda Circle, Bhagalpur-327020",Davangere,Middle Class
VIC-2024-KA-1375,Avi Menon,57,Other,"42/29, Talwar Street, Vadodara 231947",Bengaluru Urban,Lower Class
VIC-2024-KA-1376,Ati Bahl,52,Other,"20/87, Pandey Circle, Imphal-065973",Davangere,Lower Class
VIC-2024-KA-1377,Patrick Pillay,14,Other,"H.No. 63, Saran Circle, Sambhal-205086",Tumakuru,Upper Middle Class
VIC-2024-KA-1378,Sudiksha Sharma,27,Female,"41, Das Ganj, Sasaram 138738",Chikkamagaluru,Middle Class
VIC-2024-KA-1379,Praneel Padmanabhan,17,Other,"435, Shan Chowk, Orai-895568",Ballari,Upper Middle Class
VIC-2024-KA-1380,Manan Choudhury,80,Other,"80/57, Modi Zila, Satara 350276",Bengaluru Rural,Middle Class
VIC-2024-KA-1381,Sai Bajwa,33,Other,"H.No. 234, Vyas Chowk, Guwahati-259289",Bengaluru Urban,Lower Class
VIC-2024-KA-1382,Edhitha Padmanabhan,37,Female,"H.No. 906, Bhatnagar Circle, Bhilai 390041",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1383,Urvi Ghosh,85,Other,"H.No. 50, Narayan, Shahjahanpur-067063",Hassan,Middle Class
VIC-2024-KA-1384,Naksh Lad,55,Male,"62, Gopal Ganj, Bulandshahr 807142",Ballari,Lower Class
VIC-2024-KA-1385,Anthony Lala,29,Male,"81, Setty Zila, Hosur-543154",Mysuru,Upper Middle Class
VIC-2024-KA-1386,Damyanti Baria,36,Other,"03, Din Street, Mumbai 089182",Mysuru,Upper Middle Class
VIC-2024-KA-1387,Nikita Gupta,23,Other,"109, Dave Ganj, Bhavnagar 970011",Mysuru,Lower Class
VIC-2024-KA-1388,Alka Sem,80,Other,"H.No. 687, Koshy Nagar, Begusarai 026822",Kalaburagi,Upper Middle Class
VIC-2024-KA-1389,Manbir Kurian,54,Male,"29/083, Dugal Path, Saharsa 336816",Davangere,Middle Class
VIC-2024-KA-1390,Yahvi Luthra,75,Other,"83, Kala Marg, Ludhiana 522043",Davangere,Middle Class
VIC-2024-KA-1391,Ekiya Char,36,Other,"H.No. 78, Mishra, Malda 858851",Mysuru,Middle Class
VIC-2024-KA-1392,Charvi Dugar,28,Other,"H.No. 941, Vaidya Ganj, Kanpur-757786",Ballari,Lower Class
VIC-2024-KA-1393,Mason Chokshi,41,Other,"76/095, Garde Street, Nanded 734453",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1394,Victor Raju,50,Other,"H.No. 488, Bhardwaj Road, Allahabad-400711",Ballari,Upper Middle Class
VIC-2024-KA-1395,Mohini Basak,40,Other,"50/16, Bhatti, North Dumdum-321372",Bengaluru Rural,Middle Class
VIC-2024-KA-1396,Ronith Padmanabhan,71,Male,"23/07, Rau Road, Panchkula 746244",Bengaluru Urban,Lower Class
VIC-2024-KA-1397,Aarnav Mody,24,Other,"44, Yohannan Road, Bhiwandi-903034",Shivamogga,Lower Class
VIC-2024-KA-1398,Max Swamy,17,Male,"09, Palla, Anand 737372",Bengaluru Urban,Lower Class
VIC-2024-KA-1399,Pratyush Dash,26,Male,"969, Das Path, Proddatur-341884",Bengaluru Urban,Lower Class
VIC-2024-KA-1400,Atharv Sabharwal,74,Other,"32/446, Banerjee Street, Nanded 969420",Mangaluru,Lower Class
VIC-2024-KA-1401,Daksha Tandon,13,Other,"304, Chowdhury Nagar, Gurgaon-286265",Shivamogga,Middle Class
VIC-2024-KA-1402,Diya Lala,49,Female,"H.No. 871, Golla Road, Sambhal 508218",Ballari,Upper Middle Class
VIC-2024-KA-1403,Vedika Lalla,9,Other,"H.No. 15, Bedi Nagar, Rampur-700210",Mysuru,Lower Class
VIC-2024-KA-1404,Harrison Vaidya,5,Other,"92, Naik Marg, Durgapur-117836",Hassan,Middle Class
VIC-2024-KA-1405,Anjali Varughese,23,Other,"35/75, Trivedi Zila, Tiruchirappalli-757690",Kalaburagi,Middle Class
VIC-2024-KA-1406,Charita Varty,53,Male,"40, Vasa, Ujjain 855380",Bengaluru Rural,Middle Class
VIC-2024-KA-1407,Chakradev Mohan,15,Other,"11, Mody, Bardhaman 987106",Kalaburagi,Lower Class
VIC-2024-KA-1408,Jagat Sawhney,54,Male,"H.No. 21, Sarma Marg, Kakinada-651484",Kalaburagi,Middle Class
VIC-2024-KA-1409,Nicholas Sandhu,6,Male,"77/317, Gandhi Ganj, Thane-189348",Chikkamagaluru,Middle Class
VIC-2024-KA-1410,Thomas Tella,43,Female,"H.No. 79, Morar Marg, Karnal-304218",Kalaburagi,Upper Middle Class
VIC-2024-KA-1411,Krisha Bajaj,44,Male,"69, Talwar Marg, Coimbatore 804732",Vijayapura,Upper Middle Class
VIC-2024-KA-1412,Shaurya Nadkarni,63,Female,"66/34, Taneja Circle, Raiganj-027678",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1413,Yochana Sundaram,41,Male,"H.No. 011, Jha, Ozhukarai 084026",Tumakuru,Middle Class
VIC-2024-KA-1414,Benjamin Barman,41,Other,"H.No. 960, Kurian Ganj, Sirsa-038234",Hassan,Lower Class
VIC-2024-KA-1415,Nakul Patla,80,Other,"H.No. 427, Choudhury Zila, Bathinda 399122",Chikkamagaluru,Lower Class
VIC-2024-KA-1416,Jasmit Soman,12,Male,"27/201, Sabharwal Nagar, Nashik 176214",Belagavi,Middle Class
VIC-2024-KA-1417,Nitesh Ramaswamy,31,Male,"H.No. 10, Parmar Zila, Chennai-013738",Belagavi,Lower Class
VIC-2024-KA-1418,Kala Sethi,70,Male,"H.No. 68, Nori Chowk, Adoni-740790",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1419,George Kapadia,20,Female,"08/517, Sarraf Street, Ahmednagar-747188",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1420,Shivansh Baria,56,Other,"H.No. 839, Varghese Street, Thiruvananthapuram-268441",Belagavi,Lower Class
VIC-2024-KA-1421,Jhalak Madan,67,Female,"58, Sen Chowk, Kharagpur 572872",Ballari,Middle Class
VIC-2024-KA-1422,Timothy Lala,31,Other,"853, Chaudhry Ganj, Rourkela-317891",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1423,Nisha Issac,68,Other,"34/53, Chawla, Singrauli 875730",Mangaluru,Lower Class
VIC-2024-KA-1424,Mitesh Patel,47,Female,"50/37, Dara Zila, Singrauli 839239",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1425,Ethan Dada,53,Female,"248, Swaminathan Ganj, Dhanbad 947256",Chikkamagaluru,Middle Class
VIC-2024-KA-1426,Bahadurjit Bakshi,69,Male,"88/345, Bora Marg, Varanasi 649576",Davangere,Upper Middle Class
VIC-2024-KA-1427,Ekaraj Datta,40,Other,"022, Bajwa Path, Hyderabad-128731",Chikkamagaluru,Lower Class
VIC-2024-KA-1428,Omisha Munshi,38,Male,"H.No. 630, Sant Nagar, Shimla-342150",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1429,Madhavi Ramesh,47,Female,"H.No. 460, Solanki Path, Amritsar-291611",Chikkamagaluru,Middle Class
VIC-2024-KA-1430,Victor Tella,76,Female,"H.No. 10, Seth Street, Dharmavaram 685729",Shivamogga,Lower Class
VIC-2024-KA-1431,Warjas Badami,69,Other,"H.No. 690, Ganguly Zila, Thrissur-572852",Vijayapura,Lower Class
VIC-2024-KA-1432,Adweta Ratti,71,Other,"H.No. 71, Sandal Nagar, Gwalior 356704",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1433,Reva Viswanathan,71,Other,"H.No. 976, Tara, Bokaro 537835",Chikkamagaluru,Middle Class
VIC-2024-KA-1434,Saksham Nagar,27,Other,"89, Kaul Marg, Durgapur 578332",Belagavi,Lower Class
VIC-2024-KA-1435,Qabil De,19,Female,"05/334, Mangat Circle, Cuttack-675296",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1436,Samar Ravi,67,Male,"H.No. 03, Suresh Circle, Bhagalpur 836694",Chikkamagaluru,Middle Class
VIC-2024-KA-1437,Madhav Varkey,13,Male,"H.No. 757, Soni Path, Madhyamgram-942692",Bengaluru Urban,Lower Class
VIC-2024-KA-1438,Lajita Krish,50,Male,"621, Dayal Path, Mysore-954646",Hassan,Middle Class
VIC-2024-KA-1439,Qushi Das,55,Other,"12, Chaudhary Marg, Sikar-703500",Bengaluru Rural,Middle Class
VIC-2024-KA-1440,Chandani Iyer,22,Male,"H.No. 50, Lala Street, Karaikudi 101951",Mysuru,Middle Class
VIC-2024-KA-1441,Qabil Basak,46,Other,"163, Ben Marg, Gwalior-929554",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1442,Azaan Gupta,75,Other,"663, Rama Circle, Tiruppur 680150",Tumakuru,Lower Class
VIC-2024-KA-1443,Onveer Mandal,37,Other,"325, Sanghvi, Gandhidham-001430",Hubballi-Dharwad,Middle Class
VIC-2024-KA-1444,Yashvi Seshadri,77,Female,"61/22, Kumer Ganj, Surendranagar Dudhrej-557450",Chikkamagaluru,Lower Class
VIC-2024-KA-1445,Upasna Sabharwal,26,Female,"314, Dugar Marg, Machilipatnam-938097",Hassan,Middle Class
VIC-2024-KA-1446,Chasmum Dyal,17,Other,"H.No. 65, Sachar Street, Ghaziabad 100558",Belagavi,Upper Middle Class
VIC-2024-KA-1447,Parth Ratti,69,Other,"H.No. 57, Palla Zila, Ujjain 360891",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1448,Odika Sahni,42,Male,"56/04, Chada Path, Bahraich 650281",Davangere,Middle Class
VIC-2024-KA-1449,Rachana Ramesh,55,Other,"56/34, Rajagopalan Street, Katihar-968985",Mysuru,Upper Middle Class
VIC-2024-KA-1450,Vedant Srivastava,15,Other,"H.No. 14, Nayar Path, Bellary-723996",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1451,Isaiah Saha,12,Male,"48, Nazareth, Tiruvottiyur-682999",Bengaluru Rural,Middle Class
VIC-2024-KA-1452,Yashvi Goel,28,Female,"79, Chacko Circle, Kumbakonam 180316",Mysuru,Middle Class
VIC-2024-KA-1453,Hitesh Purohit,38,Other,"H.No. 111, Lad Marg, Ambarnath 834971",Belagavi,Lower Class
VIC-2024-KA-1454,Henry Bhatti,32,Female,"H.No. 62, Kalla Ganj, Nellore 623366",Ballari,Middle Class
VIC-2024-KA-1455,Ikshita Arya,57,Female,"62/173, Shan Road, Sangli-Miraj & Kupwad 987364",Mysuru,Middle Class
VIC-2024-KA-1456,Ekiya Rana,76,Other,"330, Manne Ganj, Bareilly-571064",Shivamogga,Upper Middle Class
VIC-2024-KA-1457,Aadi Basak,71,Other,"08, Saraf Chowk, Raurkela Industrial Township-313880",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1458,Bhavna Nagi,42,Male,"H.No. 055, Pillay Street, Ranchi-591499",Chikkamagaluru,Lower Class
VIC-2024-KA-1459,Tanay Baral,52,Female,"24/740, Sane Chowk, Deoghar 213575",Tumakuru,Upper Middle Class
VIC-2024-KA-1460,Abeer Kothari,6,Other,"84, Jaggi Path, Amravati-333492",Kalaburagi,Upper Middle Class
VIC-2024-KA-1461,Kritika Issac,75,Other,"790, Sandhu Chowk, Berhampore 951116",Davangere,Middle Class
VIC-2024-KA-1462,Kamya Dewan,43,Male,"23, Nayak Zila, Madanapalle-446837",Chikkamagaluru,Lower Class
VIC-2024-KA-1463,Krishna Seth,83,Other,"H.No. 06, Kala Ganj, Raurkela Industrial Township-968312",Mangaluru,Lower Class
VIC-2024-KA-1464,Krish Nanda,50,Male,"H.No. 370, Acharya Nagar, Ranchi-493385",Chikkamagaluru,Middle Class
VIC-2024-KA-1465,Ayaan Bir,16,Male,"580, Muni Street, Gorakhpur 846386",Tumakuru,Upper Middle Class
VIC-2024-KA-1466,Balvan Sankaran,8,Male,"64/327, Shere Ganj, Ambala-309214",Tumakuru,Lower Class
VIC-2024-KA-1467,Ikshita Mane,58,Female,"761, Randhawa Nagar, Kishanganj 271160",Kalaburagi,Lower Class
VIC-2024-KA-1468,Chasmum Bhatti,19,Other,"H.No. 80, Deol Street, Hindupur 818789",Mangaluru,Lower Class
VIC-2024-KA-1469,Xavier Patil,46,Male,"56, Kumer Road, Srinagar 078250",Vijayapura,Upper Middle Class
VIC-2024-KA-1470,Advika Sankaran,5,Other,"H.No. 29, Dubey Chowk, Saharsa 609249",Bengaluru Rural,Middle Class
VIC-2024-KA-1471,Ganga Uppal,85,Other,"49, Sodhi Marg, Sikar 277360",Tumakuru,Middle Class
VIC-2024-KA-1472,Yasti Balay,45,Other,"H.No. 408, Bajaj Marg, Alwar-522634",Kalaburagi,Lower Class
VIC-2024-KA-1473,Daniel Pant,41,Male,"12, Bhatti Zila, Haldia 307968",Hassan,Middle Class
VIC-2024-KA-1474,Maya Gola,19,Female,"35, Bhatnagar Ganj, Eluru 274919",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1475,Frederick Goda,71,Other,"40/773, Borra Marg, Tenali-174508",Kalaburagi,Upper Middle Class
VIC-2024-KA-1476,Jason Deo,56,Female,"93, Mukhopadhyay Nagar, Muzaffarnagar-487483",Shivamogga,Lower Class
VIC-2024-KA-1477,Falan Wason,44,Male,"06, Ram Nagar, Hyderabad-710918",Kalaburagi,Upper Middle Class
VIC-2024-KA-1478,Sathvik Singh,21,Male,"84/99, Jha Nagar, Sri Ganganagar 068314",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1479,Gopal Nadkarni,55,Other,"63, Patel Ganj, Agartala-125633",Davangere,Lower Class
VIC-2024-KA-1480,Jhalak Randhawa,37,Male,"315, Mannan Chowk, Suryapet 970631",Chikkamagaluru,Lower Class
VIC-2024-KA-1481,Chaman Tank,34,Other,"H.No. 023, Dada Ganj, Tirunelveli-618258",Davangere,Lower Class
VIC-2024-KA-1482,Jagat Pathak,9,Other,"892, Basu Path, Sasaram 066907",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1483,Frado Swamy,85,Other,"24/40, Ganesan, Jalandhar 599009",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1484,Henry Murthy,20,Other,"89, Yohannan Circle, Srinagar 629053",Belagavi,Upper Middle Class
VIC-2024-KA-1485,Mohini Radhakrishnan,78,Other,"85, Mitra Path, Pune-314769",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1486,Jagat Kumer,23,Male,"H.No. 806, Nayar Circle, Solapur 688403",Kalaburagi,Upper Middle Class
VIC-2024-KA-1487,Vasana Pai,45,Male,"727, Oza Zila, Tirunelveli-061933",Ballari,Upper Middle Class
VIC-2024-KA-1488,Tamanna Divan,62,Other,"H.No. 82, Shere Path, Anantapuram-984493",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1489,Tanvi Goyal,64,Female,"45/669, Varghese Street, Pimpri-Chinchwad-048694",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1490,Aashi Sharaf,64,Male,"87/872, Mammen Street, Ramagundam-704211",Belagavi,Lower Class
VIC-2024-KA-1491,Benjamin Bassi,53,Male,"35, Bali Marg, Kochi-883397",Mangaluru,Lower Class
VIC-2024-KA-1492,Tanvi Deshpande,48,Male,"03/52, Parmar Road, Chapra 229420",Ballari,Middle Class
VIC-2024-KA-1493,Lajita Kanda,73,Other,"H.No. 808, Kant Zila, Secunderabad 639645",Ballari,Middle Class
VIC-2024-KA-1494,Zaitra Dalal,9,Male,"82/302, Bhandari Road, Howrah 478936",Vijayapura,Lower Class
VIC-2024-KA-1495,Rachana Shukla,79,Other,"20/698, Hegde Nagar, Khandwa-156767",Bengaluru Urban,Middle Class
VIC-2024-KA-1496,Pallavi Ramesh,82,Female,"H.No. 98, Chander Nagar, Kirari Suleman Nagar 642656",Tumakuru,Middle Class
VIC-2024-KA-1497,Jacob Ravel,75,Other,"H.No. 13, Mangat Ganj, Thrissur-213483",Vijayapura,Lower Class
VIC-2024-KA-1498,Zehaan Kalita,53,Male,"778, Gola Road, Chapra 587417",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1499,Tanay Pingle,14,Male,"16/260, Rajan Chowk, Jalna 702050",Mysuru,Lower Class
VIC-2024-KA-1500,Riya Arya,75,Male,"54/171, Soni Street, Muzaffarpur 718779",Bengaluru Rural,Middle Class
